perno,address,dateFrom,dateTo,postcode,long,lat
6086,"69 Chloe roads, South Paulmouth, DL7R 3WL",2009-10-07,,DL7R 3WL,,
6087,"Studio 42t, Diane curve, Port Franktown, E6T 1GZ",2018-01-03,,E6T 1GZ,,
6088,"Studio 87g, Blake place, Port Samantha, S0G 4YN",2005-05-27,,S0G 4YN,,
6089,"Flat 6, Louis port, North Johnchester, SL2 3ZT",2019-07-08,,SL2 3ZT,-0.606025,51.5444
609,"Flat 6, Lesley loop, New Howardport, E4 1SS",2008-10-30,,E4 1SS,0.0005,51.6303
6090,"0 Gerald parks, South Rickyfurt, WN60 3QN",2010-07-31,,WN60 3QN,,
6091,"Flat 6, Kevin mission, South Frederick, B1 5UA",2015-02-01,,B1 5UA,-1.8998,52.4814
6092,"Flat 5, Cameron drives, South Nigel, E1S 2YW",2019-09-12,2019-11-05 00:00:00,E1S 2YW,,
6093,"62 Shane inlet, Geoffreyton, W55 2TL",2007-04-26,,W55 2TL,,
6093,"15 Johnson trail, New Danielle, SM4H 3WE",2021-11-15,,SM4H 3WE,,
6094,"044 Thompson knoll, Janiceton, HS3 3RH",2006-12-19,,HS3 3RH,-6.8471,57.8781
6094,"4 Norman forks, Rosietown, CV55 4ZR",2019-02-01,2017-05-20 00:00:00,CV55 4ZR,,
6095,"Flat 39, Price corners, Colemouth, S7 3BA",2020-09-26,,S7 3BA,-1.4907,53.355
6096,"6 Amber meadows, Rosemaryside, G0 6AF",2005-11-30,2018-06-21 00:00:00,G0 6AF,,
6097,"5 Rees courts, Elizabethfort, M2G 3YT",2014-09-17,,M2G 3YT,,
6098,"Studio 0, Yvonne trail, Port Gareth, W9 1XR",2018-10-07,,W9 1XR,-0.18458,51.5156
6099,"Studio 73E, Davis knoll, Bankston, HG4H 6QL",2010-10-30,,HG4H 6QL,,
61,"89 Tina plain, Terryberg, L4T 2AL",2014-12-23,,L4T 2AL,,
610,"860 Murray circle, Emmaville, M7 7JH",2005-12-15,,M7 7JH,-2.2623,53.5056
6100,"Studio 49, Spencer flat, Rhysmouth, SY86 9DB",2020-03-19,,SY86 9DB,,
6101,"49 Forster inlet, East Yvonneborough, RG0H 7DG",2007-02-17,,RG0H 7DG,,
6101,"Flat 13, Dominic tunnel, Huntborough, W4 8HD",2016-05-18,,W4 8HD,-0.258,51.4927
6101,"837 Kirsty springs, Parryton, E5B 2BJ",2019-10-05,,E5B 2BJ,,
6102,"9 Howard branch, Port Abbie, B68 1DD",2012-05-21,,B68 1DD,-2.0014,52.4785
6103,"Flat 8, Kayleigh springs, Chloefurt, DY3P 4PS",2018-07-30,2021-09-23 00:00:00,DY3P 4PS,,
6104,"53 Jemma extension, Dianaview, GU5 7NF",2011-04-03,,GU5 7NF,-0.5026,51.1983
6105,"49 Stephanie ports, Griffinborough, G40 0HP",2016-07-22,2015-08-06 00:00:00,G40 0HP,-4.2235,55.8485
6105,"Studio 0, Evans knoll, East Josh, S6 5HH",2016-08-16,2018-05-24 00:00:00,S6 5HH,-1.5452,53.3931
6106,"Flat 10n, Browne station, Brennanborough, DL64 7PP",2006-07-19,,DL64 7PP,,
6107,"60 Barrett prairie, Abdulborough, S92 0NJ",2017-06-11,,S92 0NJ,,
6108,"Studio 71, Lane rest, South Frank, AB3 9PU",2019-01-01,2013-01-24 00:00:00,AB3 9PU,,
6109,"Studio 03w, Oliver mills, New Lukemouth, EH95 3SS",2018-10-06,2014-07-12 00:00:00,EH95 3SS,-3.2535,55.9786
611,"Flat 78, Dorothy fall, Kellymouth, W3 0XR",2019-12-25,,W3 0XR,-0.2657166666666666,51.5103
6110,"005 Zoe port, Scottmouth, G7 7XR",2005-03-17,,G7 7XR,,
6111,"Studio 2, Lydia forge, West Josephine, M52 8PB",2011-10-20,,M52 8PB,,
6112,"426 Sheppard estate, New Leslie, WF77 1JP",2004-04-25,,WF77 1JP,,
6113,"Studio 1, Smith ridge, West Melissa, WR0V 6GZ",2008-07-14,,WR0V 6GZ,,
6114,"541 Vincent forge, Gemmaburgh, M0 4WU",2008-09-03,,M0 4WU,,
6115,"65 Dixon stream, Carlyshire, WC61 8XP",2020-02-10,,WC61 8XP,,
6116,"9 Warren squares, North Sarafort, L7 1AR",2014-01-31,,L7 1AR,-2.9779,53.4106
6117,"Flat 46J, Duncan prairie, Port Declan, G02 1DS",2007-09-03,,G02 1DS,,
6118,"Flat 60, Horton motorway, Scottland, DE8 4JL",2019-08-09,,DE8 4JL,,
6119,"Studio 5, Sarah green, North Harrietberg, M4 6JQ",2016-07-15,,M4 6JQ,-2.2374,53.4809
612,"Studio 36t, Young crossroad, East Ann, G0 8GX",2021-09-27,,G0 8GX,,
6120,"05 Smith land, North Stephanieville, B8G 5XZ",2018-11-08,,B8G 5XZ,,
6121,"8 Sharp lock, North Kim, M8 7PN",2017-04-12,,M8 7PN,-2.2385,53.4986
6122,"Flat 95, Katy camp, Abigailview, RH1 1TE",2004-09-07,,RH1 1TE,-0.1439625,51.2375
6123,"Flat 74L, Duffy shores, East Owenstad, FK47 9YT",2007-06-11,,FK47 9YT,,
6123,"95 Josh divide, West Royville, G10 2UU",2013-02-04,,G10 2UU,,
6124,"5 Jordan manor, East Gerard, S3S 2DL",2013-03-05,,S3S 2DL,,
6125,"14 Coleman neck, Louisside, E3H 3AL",2016-12-21,,E3H 3AL,,
6125,"35 William pike, Owenshire, RH6 5NN",2020-11-07,,RH6 5NN,-0.1574111111111111,51.1742
6126,"Studio 6, Toby passage, Whitestad, N7D 8GH",2004-11-03,2017-08-25 00:00:00,N7D 8GH,,
6126,"Flat 0, Rose ramp, Lake Darrenburgh, LE5X 9DH",2020-11-04,2018-06-05 00:00:00,LE5X 9DH,,
6127,"Studio 57j, Butler summit, South Kathrynton, KY3 8JU",2006-11-20,,KY3 8JU,-3.21864,56.069
6128,"904 Williams burgs, Hallmouth, OX12 1QE",2009-10-23,,OX12 1QE,-1.4307208333333332,51.6344
6129,"00 Yvonne mountains, Mohamedshire, L49 3AS",2020-07-23,,L49 3AS,,
613,"52 Morgan knolls, South Lawrenceton, S8E 3GS",2021-09-18,,S8E 3GS,,
6130,"Studio 03U, Jenkins plain, Keithstad, E3 2ZY",2004-03-02,,E3 2ZY,-0.0265714285714285,51.5281
6131,"Flat 76G, Joel hills, Joanchester, LU5 3DH",2018-04-28,,LU5 3DH,-0.5093833333333334,51.9099
6132,"4 Sally ridges, East Kelly, N0T 3ZW",2016-12-27,,N0T 3ZW,,
6133,"Flat 9, Philip plaza, Edwardsview, E3U 1RQ",2006-11-07,,E3U 1RQ,,
6134,"Flat 09, Williams corners, Port Rosemaryshire, WR5 7JP",2012-11-14,,WR5 7JP,-2.1974428571428573,52.1727
6135,"41 Natasha loop, Russellstad, SR78 3WN",2020-08-08,,SR78 3WN,,
6136,"Studio 53, Colin forks, Sophieville, G6 1WZ",2006-08-26,2016-10-10 00:00:00,G6 1WZ,,
6137,"Flat 51Q, Robin corners, Perryfurt, E6S 1DA",2020-07-17,,E6S 1DA,,
6138,"81 Jones trail, Suttonburgh, B94 9ZL",2015-12-29,,B94 9ZL,-1.7779142857142856,52.3498
6139,"499 Anne street, Jamesfort, E34 3DG",2017-10-27,,E34 3DG,,
614,"Flat 0, Green forks, North Marcus, G7 3SX",2009-12-31,,G7 3SX,,
6140,"913 Dale village, Bennettside, B0B 1WY",2007-04-23,2011-02-23 00:00:00,B0B 1WY,,
6141,"54 Walker well, South Joshshire, GU00 2LH",2018-12-29,,GU00 2LH,,
6142,"66 Lewis glen, Port Laurenmouth, RM20 6BZ",2013-10-16,,RM20 6BZ,0.2767,51.4783
6143,"5 Graham key, Williamsmouth, N8G 7DS",2018-08-27,,N8G 7DS,,
6144,"02 Hayes rue, Port Robintown, B95 8DQ",2016-01-27,2021-09-20 00:00:00,B95 8DQ,-1.79089,52.2898
6145,"44 Alexander park, New Eleanorhaven, WD1 6EY",2013-11-07,,WD1 6EY,-0.380975,51.6251
6146,"8 Stewart ranch, North Clairefort, N53 8LL",2017-09-10,,N53 8LL,,
6147,"Studio 9, Naomi orchard, Thomasside, N5K 9DR",2007-09-02,,N5K 9DR,,
6148,"5 Johnson inlet, Webbville, JE1V 1FT",2012-04-20,,JE1V 1FT,,
6149,"Flat 8, Shane falls, North Oliver, E8G 4XN",2008-03-01,2015-03-21 00:00:00,E8G 4XN,,
615,"Studio 5, Olivia groves, East Dorothybury, L65 7EE",2011-10-01,,L65 7EE,,
6150,"642 Kirby lake, Lewisview, PA4 9AE",2012-04-16,,PA4 9AE,-4.415466666666666,55.881
6151,"Studio 92, Keith locks, Bartletthaven, MK03 1SH",2005-02-19,,MK03 1SH,,
6152,"282 Francis groves, Port Matthewport, E8 3RH",2021-09-26,,E8 3RH,-0.0629,51.548
6153,"Flat 41, Taylor throughway, South Henryside, BB5X 0LF",2020-09-12,,BB5X 0LF,,
6154,"2 Collins grove, South Elliot, DE77 9SZ",2020-04-10,,DE77 9SZ,,
6155,"Flat 56d, Mills extension, West Katieside, B7 2UY",2015-02-05,,B7 2UY,-1.8726,52.4941
6156,"Flat 6, Roberts knolls, Kyleton, W8 6BG",2005-12-28,2013-03-12 00:00:00,W8 6BG,-0.1985,51.501
6157,"040 Zoe greens, Freemanport, EX81 6FY",2020-06-13,,EX81 6FY,,
6158,"88 Darren stravenue, Port Max, M7 6AS",2012-04-09,,M7 6AS,-2.2623,53.5056
6159,"444 Molly road, Webbburgh, GY6H 5SG",2006-09-24,,GY6H 5SG,,
616,"913 Howell shoal, Port Clive, B9 1NP",2006-12-10,,B9 1NP,-1.8506,52.4783
6160,"Flat 59f, Joan lakes, Port Samuel, S1 6BA",2009-05-03,,S1 6BA,-1.4659,53.383
6160,"Studio 6, Cox freeway, Lake Julianchester, WD54 4GN",2011-06-19,,WD54 4GN,,
6160,"Flat 3, Banks divide, South Justinburgh, LN81 2BS",2021-06-03,,LN81 2BS,,
6161,"Flat 0, Roberts crest, Daviesbury, PL00 1LJ",2005-10-11,,PL00 1LJ,,
6161,"Studio 84, Johnson squares, Aliland, DD7 7PS",2006-05-28,,DD7 7PS,-2.70545,56.501
6162,"49 White mountains, Henrymouth, CV9M 1QE",2013-05-17,,CV9M 1QE,,
6163,"094 Stewart hill, Jadeburgh, E0 5BG",2014-10-27,,E0 5BG,,
6164,"Studio 52, Joseph village, South Geraldville, ST7P 2JJ",2009-05-03,2015-09-02 00:00:00,ST7P 2JJ,,
6165,"35 Abbie garden, Chloeborough, WS84 1EQ",2019-06-25,,WS84 1EQ,,
6166,"Studio 35, Tina park, North Rebecca, G4F 0ZU",2008-12-09,2017-11-23 00:00:00,G4F 0ZU,,
6167,"686 O'Connor via, New Kim, S3K 0JY",2009-02-25,,S3K 0JY,,
6168,"218 Farrell parkway, Alexberg, M77 3LE",2020-07-07,2012-11-18 00:00:00,M77 3LE,,
6169,"Studio 09u, Angela course, Valerieborough, LU53 7BS",2019-06-13,2020-12-11 00:00:00,LU53 7BS,,
617,"29 McLean cove, West Mohammed, L63 6HJ",2014-11-12,,L63 6HJ,,
6170,"88 Walker vista, Port Andrea, AL8 3TX",2009-10-06,,AL8 3TX,-0.1993,51.8017
6170,"Studio 78, Hill extensions, Huntberg, BA0 4NU",2014-11-18,2020-10-22 00:00:00,BA0 4NU,,
6171,"Studio 54U, Susan hollow, Shaunside, WR4 4HU",2020-05-30,,WR4 4HU,-2.1897,52.2038
6172,"Studio 1, Brown bridge, East Josh, M2W 7BS",2016-01-29,,M2W 7BS,,
6173,"Studio 0, Heather square, New Dominic, M0B 6RR",2012-01-13,,M0B 6RR,,
6174,"Studio 96d, Morris valleys, Lake Carl, M6 9QT",2011-01-22,2019-10-09 00:00:00,M6 9QT,-2.2991,53.4926
6175,"Studio 0, Barry streets, Lake Karen, HG2P 4BT",2017-06-14,,HG2P 4BT,,
6176,"28 Kelly green, New Jeremy, B36 7YL",2019-11-28,,B36 7YL,-1.7826,52.5019
6177,"Studio 5, Gary stravenue, West Ashleyfurt, B1 2PB",2015-07-11,2015-07-27 00:00:00,B1 2PB,-1.8998,52.4814
6178,"0 Kenneth run, Richardland, G0F 2RU",2015-03-18,,G0F 2RU,,
6179,"Studio 09I, Ingram fall, Port Hollytown, CH7A 0ZR",2009-10-16,,CH7A 0ZR,,
618,"982 Green parkway, Gracemouth, BB80 5JX",2017-03-26,,BB80 5JX,,
6180,"Flat 3, Stephenson place, Glenville, M3D 5WL",2004-03-19,,M3D 5WL,,
6181,"786 Shirley corner, Wattsberg, G6G 1WS",2017-06-16,,G6G 1WS,,
6182,"30 Fiona trail, Port Rachelfurt, LD5 4EJ",2013-10-24,,LD5 4EJ,-3.6396333333333337,52.161
6182,"Studio 30k, Kaur gateway, Fisherfurt, W7H 5AX",2020-06-25,,W7H 5AX,,
6183,"9 Baldwin crest, New Amelia, M1 4HP",2006-02-07,,M1 4HP,-2.2374,53.4809
6184,"0 Evans keys, Kempstad, N3 2ZJ",2005-12-25,,N3 2ZJ,-0.1943,51.6004
6185,"Studio 8, Webb place, East Jamietown, S4G 6DY",2021-04-01,,S4G 6DY,,
6186,"Studio 35, Singh squares, West Alexandermouth, S1A 5FJ",2008-03-18,,S1A 5FJ,,
6187,"Studio 2, Marshall crest, West Anthony, E36 2SQ",2004-02-04,,E36 2SQ,,
6188,"5 Diana cove, Johnsonchester, HG4 0LA",2014-11-26,,HG4 0LA,-1.6055957446808509,54.1656
6188,"Flat 61, Ross center, Sandraland, LU32 5BN",2021-01-07,,LU32 5BN,,
6189,"Studio 18, Karl ville, Hodgsonfurt, G3H 6PG",2005-10-02,,G3H 6PG,,
6189,"5 Hartley court, Carlstad, TD8 1FN",2009-07-14,,TD8 1FN,-2.547,55.4803
6189,"0 Lawrence trail, Simmonston, HU8 0XH",2015-06-28,,HU8 0XH,-0.2998,53.7693
619,"Studio 12f, Russell ville, Lake Justinton, B8 2DY",2021-08-02,,B8 2DY,-1.8596,52.4916
6190,"Studio 87, Graham parkways, Rachaelhaven, M5 2ZF",2005-01-28,,M5 2ZF,-2.2859,53.4792
6191,"Flat 56, Amy creek, East Natalie, UB39 5RX",2004-12-07,,UB39 5RX,,
6192,"Studio 19g, Joseph port, Higginsport, G08 7WL",2020-04-09,,G08 7WL,,
6193,"Studio 59S, Sandra loaf, Birchhaven, IP3 5TY",2012-04-13,,IP3 5TY,1.1866,52.0417
6194,"Studio 2, Alex brooks, Deanside, NN4 2TA",2007-09-14,,NN4 2TA,-0.87904,52.2136
6194,"3 Susan street, Shaunborough, N2 1DH",2020-09-27,,N2 1DH,-0.1531,51.59
6195,"Flat 66W, Diana dale, Lewisside, WV8 8LR",2020-03-07,2021-06-26 00:00:00,WV8 8LR,-2.2015,52.6299
6196,"30 Johnson roads, East Mollyside, L2 0YH",2006-10-26,,L2 0YH,-2.9779,53.4106
6197,"0 Harriet road, Jackshire, LL0R 6WP",2013-01-08,,LL0R 6WP,,
6198,"543 Collins green, Markside, S6B 0GY",2007-03-31,,S6B 0GY,,
6199,"Flat 54, Roberts key, Shawshire, IP7 5GZ",2007-04-09,2014-02-15 00:00:00,IP7 5GZ,0.9272565217391304,52.0917
62,"622 Graham fall, New Grahamland, W7K 5GF",2019-05-04,,W7K 5GF,,
620,"08 Adams cliffs, South Barryside, G66 7DF",2013-07-23,,G66 7DF,-4.154175,55.9407
6200,"8 Tony rest, Scottview, N12 3YR",2006-07-09,,N12 3YR,-0.166,51.6077
6201,"95 Megan ville, Joycemouth, BL14 2AN",2008-04-01,,BL14 2AN,,
6202,"Studio 70, Martin centers, East Amberhaven, HR0Y 2PG",2008-06-25,2012-04-27 00:00:00,HR0Y 2PG,,
6203,"Studio 42E, Luke alley, Mohammedton, S3W 2FG",2021-07-20,,S3W 2FG,,
6204,"8 Brenda prairie, Cliffordhaven, CT06 5ZT",2008-09-12,,CT06 5ZT,,
6205,"Studio 09, Bentley dale, Suzanneburgh, BS1 1NX",2012-04-21,,BS1 1NX,-2.5966,51.4552
6206,"Flat 61, Marian ridge, Frederickshire, NP9P 1XN",2020-04-05,,NP9P 1XN,,
6207,"628 Martyn view, Hollieton, B9E 3QP",2011-06-19,,B9E 3QP,,
6207,"Flat 3, Scott crescent, Port Abdulmouth, W6A 7RD",2020-01-14,,W6A 7RD,,
6208,"Flat 76, Pratt bypass, Jonesside, IG7 1EP",2012-01-29,2021-10-30 00:00:00,IG7 1EP,0.0810333333333333,51.6118
6209,"Studio 43, Richards heights, East Charlotte, W6H 0HS",2009-10-26,,W6H 0HS,,
621,"Studio 13, Peter street, West Marcland, WN8 7NB",2014-08-25,,WN8 7NB,-2.7659875,53.5529
6210,"Studio 45, Rachel green, New Damian, W6B 7PZ",2015-04-11,,W6B 7PZ,,
6211,"Flat 66m, Dorothy highway, Wellsview, M67 5HG",2009-08-23,2012-08-09 00:00:00,M67 5HG,,
6212,"Flat 27, Josephine gateway, Oliviaberg, TW3 8UE",2021-01-19,2020-03-09 00:00:00,TW3 8UE,-0.3682,51.4714
6213,"Flat 6, Rees club, Shannonstad, YO76 8PN",2009-03-27,,YO76 8PN,,
6214,"Studio 1, Ward corners, Paulineberg, L4 8SD",2004-04-18,,L4 8SD,-2.9611,53.4378
6215,"799 Tyler knoll, South Colinview, TF5R 5TL",2007-12-26,2021-11-16 00:00:00,TF5R 5TL,,
6216,"2 Paula common, Pughberg, L06 7JJ",2017-11-15,,L06 7JJ,,
6217,"Studio 93r, Gregory groves, New Hayleyview, WD6 7RE",2006-06-13,2015-06-19 00:00:00,WD6 7RE,-0.2835,51.6572
6217,"4 Chelsea mountain, Janeshire, L86 3GA",2014-07-17,,L86 3GA,,
6218,"Flat 3, Sean lake, New Lawrence, L9 6DT",2018-08-13,,L9 6DT,-2.9534,53.4616
6219,"Studio 8, Lydia spur, East Hannah, SK6 9GR",2021-09-26,,SK6 9GR,-2.0714,53.4063
622,"Flat 68A, Katie corner, Geraldinetown, SP95 0GE",2005-02-03,,SP95 0GE,,
622,"Studio 45L, Denis fort, North Gillian, G6 9GH",2009-08-30,,G6 9GH,,
6220,"Flat 41b, Kirsty lakes, Marshallchester, CR1V 7AR",2009-07-04,,CR1V 7AR,,
6221,"13 Jones plains, Hughville, B04 4DP",2021-10-27,,B04 4DP,,
6222,"Studio 47h, Robinson mission, Franciston, DL8P 7PT",2017-12-12,,DL8P 7PT,,
6223,"7 Howell court, Phillipbury, SS32 1SS",2018-11-16,,SS32 1SS,,
6224,"Studio 3, Cunningham mountain, New Seanmouth, N5S 7PN",2021-05-19,,N5S 7PN,,
6225,"Studio 38S, Hamilton viaduct, North Stewartton, TF5 7GA",2010-06-30,2017-06-11 00:00:00,TF5 7GA,-2.55,52.7167
6226,"Flat 96, Barnett neck, East Annette, PL5 9LY",2011-07-03,,PL5 9LY,-4.16135,50.4
6227,"Flat 2, Davies spring, South Danielle, E4 1RR",2009-12-02,,E4 1RR,0.0005,51.6303
6228,"8 Cheryl forge, Lake Irene, L9G 5WY",2006-06-12,,L9G 5WY,,
6229,"71 West mountain, Marionmouth, DT5 7WX",2020-05-15,,DT5 7WX,-2.44228,50.5345
623,"Studio 2, Dominic run, West Sheilaton, CO51 4ZZ",2007-08-31,,CO51 4ZZ,,
6230,"56 Aaron motorway, Lake Georgiaville, L1 7SJ",2008-12-08,,L1 7SJ,-2.9779,53.4106
6231,"263 Nelson motorway, South Francesborough, SG7 6SJ",2013-01-31,,SG7 6SJ,-0.1739111111111111,52.0185
6232,"Flat 08, Elliott coves, North Carol, WC3 7SB",2008-12-26,,WC3 7SB,,
6233,"Studio 24, Williams flats, Singhmouth, E02 5LG",2009-02-21,2011-06-26 00:00:00,E02 5LG,,
6233,"45 Steven glen, Longbury, WD6Y 0WL",2013-08-19,,WD6Y 0WL,,
6233,"Flat 0, Frederick trace, West Pauline, DN4V 3BZ",2016-04-19,,DN4V 3BZ,,
6234,"Studio 61, King terrace, Lisamouth, IG75 2PN",2017-04-09,,IG75 2PN,,
6235,"56 Barnes forks, East Frank, B50 5NA",2017-07-03,,B50 5NA,-1.8605,52.1686
6236,"Flat 4, Reid burgs, Declanborough, AL01 7JB",2017-03-09,,AL01 7JB,,
6236,"Studio 17, Gareth bridge, Port Hugh, W7 3EY",2020-02-25,,W7 3EY,-0.3358999999999999,51.5118
6237,"Flat 29B, Leonard port, New Adam, M4 4RX",2007-11-02,,M4 4RX,-2.2374,53.4809
6237,"Studio 5, Mark extensions, Robinville, CR77 5FZ",2010-08-27,,CR77 5FZ,,
6237,"8 Tom plaza, Arnoldberg, G36 4PN",2018-02-16,,G36 4PN,,
6238,"Flat 86, Edwards turnpike, Hardingstad, G66 2WW",2005-06-23,,G66 2WW,-4.154175,55.9407
6239,"42 Zoe drive, North Sandraview, KT4 3ZE",2007-02-23,,KT4 3ZE,-0.2472,51.3799
624,"Flat 65S, Martyn spring, East Lynda, W71 6DE",2013-12-31,,W71 6DE,,
6240,"Studio 3, Thompson coves, Kaurview, CW1X 6DS",2015-01-31,2015-05-26 00:00:00,CW1X 6DS,,
6241,"36 Mason court, Douglaschester, SK7 3RJ",2007-03-19,,SK7 3RJ,-2.1496,53.3333
6242,"Flat 32, Beverley path, Youngberg, B55 5EG",2016-05-10,,B55 5EG,,
6243,"65 Booth circle, New Lawrence, W12 4WQ",2021-01-25,,W12 4WQ,-0.2211,51.505
6244,"429 Hilary vista, Lake Mitchellside, WN45 1QX",2021-07-09,2011-05-03 00:00:00,WN45 1QX,,
6245,"Studio 31, Smith village, Frederickside, G50 6GA",2004-11-27,,G50 6GA,,
6246,"Studio 3, Cole plain, Angelahaven, SM8R 8HB",2014-02-22,,SM8R 8HB,,
6247,"6 Margaret islands, East Debra, LU6W 1DF",2020-03-17,2014-12-20 00:00:00,LU6W 1DF,,
6248,"Studio 0, Michael mountain, Shannonmouth, LL4V 2PN",2012-06-29,,LL4V 2PN,,
6249,"Flat 4, Wilson vista, Clarkemouth, HS86 7BG",2014-06-20,,HS86 7BG,,
625,"908 Connor overpass, Bakerbury, SR05 9RX",2006-02-17,,SR05 9RX,,
6250,"782 Sophie ports, Lake Ashley, B64 1DF",2018-01-20,2014-08-24 00:00:00,B64 1DF,-2.0667,52.4833
6251,"971 James flats, Masonburgh, OL5X 1TF",2007-07-27,,OL5X 1TF,,
6251,"Flat 63, Moore spurs, Lake Guy, KW10 6ZF",2012-08-23,,KW10 6ZF,-3.982466666666667,57.9833
6252,"724 Thomas square, Kayleighfurt, CR4 8XE",2006-02-23,,CR4 8XE,-0.163,51.4032
6252,"Flat 5, Judith overpass, North Stanleyburgh, E87 1ZG",2018-07-30,,E87 1ZG,,
6252,"Flat 1, Albert fort, Fionamouth, B73 0QX",2018-12-27,2017-05-23 00:00:00,B73 0QX,-1.8167,52.5667
6253,"Studio 08, Hussain stream, Maxfurt, DL2N 4BS",2011-01-07,,DL2N 4BS,,
6254,"Studio 24P, Mandy cliff, Terrymouth, PH8P 8DS",2005-05-17,,PH8P 8DS,,
6255,"Flat 93X, Kevin ferry, Karlfort, CH75 0JN",2018-04-30,,CH75 0JN,,
6256,"Studio 12, Andrew grove, Lesleyberg, BR0B 3XG",2019-01-06,2018-03-21 00:00:00,BR0B 3XG,,
6257,"Flat 07S, Jenna forge, South Kenneth, M63 3UE",2008-01-16,,M63 3UE,,
6258,"6 Palmer brooks, Lake Jamie, MK6 4RP",2017-01-19,,MK6 4RP,-0.7279,52.0292
6259,"Flat 29, Graham rest, New Gerardhaven, S3 7YH",2017-12-25,,S3 7YH,-1.4659,53.383
626,"8 Aaron falls, West Helenport, NN35 7JJ",2014-01-13,,NN35 7JJ,,
6260,"Studio 1, Katy mission, West Rogermouth, S7 9DH",2007-07-18,,S7 9DH,-1.4907,53.355
6260,"Studio 99, Jennifer unions, Lake Jamie, HR1W 0EF",2008-06-24,,HR1W 0EF,,
6260,"3 Max land, New Suzanne, S1U 2AQ",2020-06-13,,S1U 2AQ,,
6261,"7 McDonald falls, West Donna, M5 4SG",2021-06-04,,M5 4SG,-2.2859,53.4792
6262,"Studio 88, Hazel harbors, East Mitchellmouth, RG16 9NP",2008-03-15,,RG16 9NP,,
6262,"967 Walsh circle, East Kirsty, PR2 7EN",2012-04-25,,PR2 7EN,-2.69214,53.7776
6263,"036 Austin pike, Port Guy, WF7 8HL",2015-06-16,2019-07-23 00:00:00,WF7 8HL,-1.34368,53.6769
6264,"Studio 36, Parry locks, North Colinstad, S1J 6QQ",2004-06-08,2021-06-05 00:00:00,S1J 6QQ,,
6265,"067 Brandon greens, Carrport, L4 2AZ",2005-09-04,,L4 2AZ,-2.9611,53.4378
6266,"Flat 66P, James street, East Jasmine, M0 7AT",2010-08-23,,M0 7AT,,
6267,"709 McLean tunnel, North Lawrencetown, PO1W 9SJ",2015-02-21,,PO1W 9SJ,,
6268,"Flat 24, Tracey roads, West Ruth, N9 8EW",2006-02-02,,N9 8EW,,
6268,"Flat 63N, Clark highway, Katyville, LN66 6GD",2006-10-18,,LN66 6GD,,
6269,"Flat 26, Johnston islands, Rosieland, BL59 6WN",2015-03-20,,BL59 6WN,,
6269,"989 Turner plaza, New Matthew, W3 0PY",2017-11-24,2020-10-04 00:00:00,W3 0PY,-0.2657166666666666,51.5103
627,"Flat 6, Edwards course, Jonesburgh, RH19 0LY",2012-02-07,,RH19 0LY,-0.0221727272727272,51.1254
6270,"Flat 07d, Williams canyon, Port Rebecca, L0S 3SL",2015-01-22,,L0S 3SL,,
6271,"77 Diane mountains, Lewisberg, HP4 1GT",2009-06-22,,HP4 1GT,-0.56985,51.7604
6271,"6 Lorraine ways, Seanburgh, IP0E 4HB",2010-02-11,,IP0E 4HB,,
6272,"Flat 11, Webb ports, Port Reece, GL4V 0BY",2021-11-22,,GL4V 0BY,,
6273,"775 Harding views, Kimberleymouth, JE10 0HY",2010-06-10,2005-12-23 00:00:00,JE10 0HY,,
6274,"Studio 61, Hobbs lock, Evansview, L4 7AU",2019-04-06,2008-11-21 00:00:00,L4 7AU,-2.9611,53.4378
6275,"94 Brookes station, Port Teresa, G9E 3AD",2014-06-10,,G9E 3AD,,
6276,"Flat 57O, Jackson ports, Holmesfurt, MK0 2DZ",2016-04-12,,MK0 2DZ,,
6277,"8 Roberts crescent, West Joemouth, M0F 3GL",2013-04-14,,M0F 3GL,,
6278,"Flat 59T, Gardner squares, West Heather, B6 3BE",2010-04-30,,B6 3BE,-1.8863,52.5047
6279,"5 Dunn rapid, Lake Lawrenceberg, W4 7HW",2018-06-17,2015-04-11 00:00:00,W4 7HW,-0.258,51.4927
628,"94 Henry dale, Marsdenmouth, M2 0LH",2019-07-08,,M2 0LH,-2.2374,53.4809
6280,"Studio 76, Knight stravenue, West Josephside, PA4N 9GJ",2005-09-06,,PA4N 9GJ,,
6281,"Flat 00q, Wilson island, Traceystad, L3E 7TP",2013-07-15,2011-08-21 00:00:00,L3E 7TP,,
6282,"19 Zoe locks, Brooksmouth, TN13 2WT",2006-03-07,2017-02-10 00:00:00,TN13 2WT,0.178125,51.27
6283,"Studio 55D, Davidson track, South Valerie, PR4 7SU",2008-01-23,,PR4 7SU,-2.8387542857142853,53.7765
6283,"88 Gilbert plains, West Rosiefort, DL7H 6ZU",2012-12-26,,DL7H 6ZU,,
6284,"Flat 93Q, Rachel motorway, West Jake, L2W 5RJ",2014-06-21,2021-09-09 00:00:00,L2W 5RJ,,
6284,"327 Christopher fords, Kerryside, TF0 0LT",2018-02-05,,TF0 0LT,,
6285,"Studio 66o, Bibi place, Patelton, W3S 0QT",2019-02-03,,W3S 0QT,,
6286,"117 Jennings common, Clairehaven, N6 1UL",2012-09-11,2007-11-14 00:00:00,N6 1UL,-0.159,51.5657
6287,"2 Jenna shoal, Lake Jessica, L49 0LY",2014-11-02,2010-11-02 00:00:00,L49 0LY,,
